y,c,i,k,a_0
1.1623351911906987,0.7116839028785235,0.45065140597018977,9.017627377435025,1.000375311803969
1.1623154164308351,0.7116651342822028,0.45065039647981464,9.017396348924882,1.0003565428688102
1.1622966387627245,0.7116472670883308,0.4506494829712214,9.017175963372026,1.0003387127065793
1.1622788075363968,0.7116302597487588,0.45064865631851575,9.01696577505243,1.0003217743468238
1.1622618747101299,0.7116140724576298,0.4506479082634884,9.016765352304057,1.0003056831707147
1.1622457947128197,0.7115986670961656,0.45064723133311585,9.016574277606724,1.000290396793164
1.1622305243139215,0.7115840071771758,0.4506466187649056,9.016392147583407,1.0002758749508647
1.1622160225005143,0.7115700577895918,0.4506460644393392,9.016218572933994,1.0002620793959551
1.1622022503610774,0.7115567855432865,0.45064556281873847,9.01605317831131,1.0002489737950238
1.1621891709755852,0.7115441585144042,0.4506451088919447,9.015895602148102,1.000236523633187
1.162176749311559,0.7115321461913876,0.4506446981242574,9.015745496442733,1.000224696122981
1.1621649521257333,0.7115207194218617,0.4506443264121327,9.015602526510365,1.000213460117828
1.1621537478710147,0.7115098503605083,0.4506439900421895,9.015466370705733,1.0002027860298435
1.1621431066084342,0.7114995124180382,0.45064368565411295,9.015336720122715,1.0001926457517691
1.1621329999238115,0.7114896802113527,0.4506434102070849,9.015213278275532,1.0001830125828208
1.1621234008488637,0.7114803295149612,0.45064316094940676,9.015095760765535,1.0001738611582576
1.1621142837865124,0.7114714372137136,0.4506429353910096,9.014983894937298,1.0001651673824805
1.1621056244401529,0.7114629812568851,0.45064273127857907,9.01487741952709,1.0001569083654878
1.1620973997466675,0.7114549406136422,0.4506425465730446,9.01477608430651,1.0001490623625149
1.1620895878129744,0.7114472952299107,0.4506423794292093,9.014679649723645,1.0001416087167014
1.1620821678559194,0.71144002598665,0.4506422281773167,9.014587886543808,1.0001345278046305
1.1620751201453239,0.7114331146595386,0.4506420913063697,9.014500575491628,1.0001278009845982
1.1620684259500218,0.7114265438800617,0.45064196744903595,9.014417506895994,1.0001214105474747
1.1620620674867184,0.7114202970979909,0.45064185536798845,9.014338480339184,1.0001153396700284
1.1620560278715186,0.7114143585452388,0.45064175394354444,9.014263304311186,1.0001095723705877
1.1620502910739843,0.7114087132010661,0.45064166216248003,9.014191795870211,1.0001040934669243
1.1620448418735783,0.7114033467586197,0.45064157910790803,9.014123780310086,1.0000988885362456
1.162039665818372,0.7113982455927701,0.4506415039501184,9.014059090835167,1.0000939438771914
1.1620347491858938,0.7113933967292235,0.45064143593828954,9.013997568243248,1.0000892464737343
1.1620300789460023,0.7113887878148719,0.4506413743929874,9.01393906061689,1.0000847839608864
1.1620256427256794,0.7113844070893522,0.45064131869937823,9.01388342302339,1.0000805445921244
1.16202142877564,0.7113802433577774,0.4506412683010864,9.013830517223694,1.000076517208446
1.1620174259386604,0.7113762859646059,0.4506412226946361,9.01378021139027,1.0000726912089741
1.1620136236195386,0.7113725247686146,0.4506411814244216,9.013732379834158,1.0000690565230332
1.1620100117565968,0.7113689501189376,0.4506411440781561,9.013686902741075,1.0000656035836253
1.1620065807946471,0.7113655528321369,0.45064111028275267,9.013643665916659,1.0000623233022303
